Query_ID	Chr	Subject_ID	Genome_start	Genome_end	S_strand	Pident	Qcovs	Aln_Length	Q_length	Q_start	Q_end	S_start	S_end	Evalue	Bitscore	Subject_description
gma-MIR1520g	Chr12	GWHAAEV00000012.1	37036502	37036609	minus	100.000	100	108	108	1	108	37036609	37036502	7.78e-49	196	  Chromosome 12   Complete=T   Circular=F   OriSeqID=Chr12   Len=44494750
gma-MIR1520h	Chr06	GWHAAEV00000006.1	15558951	15559037	plus	100.000	100	87	87	1	87	15558951	15559037	1.44e-37	158	  Chromosome 6   Complete=T   Circular=F   OriSeqID=Chr06   Len=51952677
gma-MIR1520i	Chr03	GWHAAEV00000003.1	36880317	36880459	minus	99.301	100	143	144	1	143	36880459	36880317	4.75e-66	254	  Chromosome 3   Complete=T   Circular=F   OriSeqID=Chr03   Len=47695029
gma-MIR1520j	Chr11	GWHAAEV00000011.1	5135043	5135218	minus	99.432	100	176	176	1	176	5135218	5135043	7.40e-84	314	  Chromosome 11   Complete=T   Circular=F   OriSeqID=Chr11   Len=40746315
gma-MIR1520k	Chr19	GWHAAEV00000019.1	5272647	5272774	plus	100.000	100	128	128	1	128	5272647	5272774	1.34e-59	232	  Chromosome 19   Complete=T   Circular=F   OriSeqID=Chr19   Len=52317195
gma-MIR1520l	Chr04	GWHAAEV00000004.1	766112	766220	plus	94.495	100	109	110	1	109	766112	766220	3.14e-41	170	  Chromosome 4   Complete=T   Circular=F   OriSeqID=Chr04   Len=53978414
gma-MIR1520m	Chr04	GWHAAEV00000004.1	9552832	9552959	minus	98.438	100	128	128	1	128	9552959	9552832	6.93e-57	223	  Chromosome 4   Complete=T   Circular=F   OriSeqID=Chr04   Len=53978414
gma-MIR1520n	Chr14	GWHAAEV00000014.1	51447521	51447616	plus	100.000	100	96	96	1	96	51447521	51447616	2.16e-42	174	  Chromosome 14   Complete=T   Circular=F   OriSeqID=Chr14   Len=53013617
gma-MIR1520o	Chr17	GWHAAEV00000017.1	13478368	13478560	plus	99.482	100	193	193	1	193	13478368	13478560	4.87e-93	344	  Chromosome 17   Complete=T   Circular=F   OriSeqID=Chr17   Len=42350739
gma-MIR1520p	Chr11	GWHAAEV00000011.1	4668468	4668606	plus	100.000	100	139	139	1	139	4668468	4668606	1.59e-65	251	  Chromosome 11   Complete=T   Circular=F   OriSeqID=Chr11   Len=40746315
gma-MIR1520q	Chr08	GWHAAEV00000008.1	13251651	13251766	minus	100.000	100	116	116	1	116	13251766	13251651	3.84e-53	210	  Chromosome 8   Complete=T   Circular=F   OriSeqID=Chr08   Len=49896852
gma-MIR1520r	Chr19	GWHAAEV00000019.1	50491217	50491331	minus	100.000	100	115	115	1	115	50491331	50491217	1.33e-52	208	  Chromosome 19   Complete=T   Circular=F   OriSeqID=Chr19   Len=52317195
gma-MIR1521a	Chr11	GWHAAEV00000011.1	18325827	18326016	minus	100.000	100	190	190	1	190	18326016	18325827	4.78e-93	343	  Chromosome 11   Complete=T   Circular=F   OriSeqID=Chr11   Len=40746315
gma-MIR1521b	Chr11	GWHAAEV00000011.1	18325962	18326112	plus	100.000	100	151	151	1	151	18325962	18326112	5.38e-72	273	  Chromosome 11   Complete=T   Circular=F   OriSeqID=Chr11   Len=40746315
gma-MIR1522	Chr04	GWHAAEV00000004.1	13254155	13254342	plus	100.000	100	188	188	1	188	13254155	13254342	5.76e-92	340	  Chromosome 4   Complete=T   Circular=F   OriSeqID=Chr04   Len=53978414
gma-MIR1523a	Chr02	GWHAAEV00000002.1	12447593	12447687	minus	100.000	100	95	95	1	95	12447687	12447593	7.44e-42	172	  Chromosome 2   Complete=T   Circular=F   OriSeqID=Chr02   Len=52160593
gma-MIR1523b	Chr02	GWHAAEV00000002.1	12447588	12447738	plus	100.000	100	151	151	1	151	12447588	12447738	5.38e-72	273	  Chromosome 2   Complete=T   Circular=F   OriSeqID=Chr02   Len=52160593
gma-MIR1524	Chr08	GWHAAEV00000008.1	3738862	3739197	plus	100.000	100	336	336	1	336	3738862	3739197	5.01e-172	607	  Chromosome 8   Complete=T   Circular=F   OriSeqID=Chr08   Len=49896852
gma-MIR1525	Chr15	GWHAAEV00000015.1	15940978	15941125	minus	75.000	57	156	274	119	273	15941125	15940978	3.77e-14	83.3	  Chromosome 15   Complete=T   Circular=F   OriSeqID=Chr15   Len=53421904
gma-MIR1526	Chr16	GWHAAEV00000016.1	6039166	6039371	plus	82.039	100	206	174	1	174	6039166	6039371	2.91e-57	225	  Chromosome 16   Complete=T   Circular=F   OriSeqID=Chr16   Len=38265740
gma-MIR1527	Chr20	GWHAAEV00000020.1	45078729	45078790	minus	85.484	24	62	241	3	60	45078790	45078729	5.89e-11	71.6	  Chromosome 20   Complete=T   Circular=F   OriSeqID=Chr20   Len=52284028
gma-MIR1528	Chr08	GWHAAEV00000008.1	4520943	4521207	minus	100.000	100	265	265	1	265	4521207	4520943	1.35e-133	479	  Chromosome 8   Complete=T   Circular=F   OriSeqID=Chr08   Len=49896852
gma-MIR1529	Chr01	GWHAAEV00000001.1	57175540	57175740	minus	98.507	100	201	201	1	201	57175740	57175540	1.20e-94	350	  Chromosome 1   Complete=T   Circular=F   OriSeqID=Chr01   Len=59249829
gma-MIR1531	Chr20	GWHAAEV00000020.1	45787631	45787745	plus	100.000	100	115	115	1	115	45787631	45787745	1.33e-52	208	  Chromosome 20   Complete=T   Circular=F   OriSeqID=Chr20   Len=52284028
gma-MIR1532	Chr13	GWHAAEV00000013.1	44979537	44979688	plus	99.342	100	152	152	1	152	44979537	44979688	6.61e-71	270	  Chromosome 13   Complete=T   Circular=F   OriSeqID=Chr13   Len=47100052
gma-MIR1533	Chr20	GWHAAEV00000020.1	51880859	51880998	minus	100.000	100	140	140	1	140	51880998	51880859	4.59e-66	253	  Chromosome 20   Complete=T   Circular=F   OriSeqID=Chr20   Len=52284028
gma-MIR1534	Chr06	GWHAAEV00000006.1	37702232	37702474	minus	100.000	100	243	243	1	243	37702474	37702232	1.07e-121	439	  Chromosome 6   Complete=T   Circular=F   OriSeqID=Chr06   Len=51952677
gma-MIR1535a	Chr19	GWHAAEV00000019.1	45402912	45403007	plus	98.958	100	96	96	1	96	45402912	45403007	9.20e-41	169	  Chromosome 19   Complete=T   Circular=F   OriSeqID=Chr19   Len=52317195
gma-MIR1535b	Chr19	GWHAAEV00000019.1	45402861	45402950	minus	100.000	100	90	90	1	90	45402950	45402861	3.57e-39	163	  Chromosome 19   Complete=T   Circular=F   OriSeqID=Chr19   Len=52317195
gma-MIR1536	Chr15	GWHAAEV00000015.1	46408193	46408433	minus	100.000	100	241	241	1	241	46408433	46408193	1.29e-120	435	  Chromosome 15   Complete=T   Circular=F   OriSeqID=Chr15   Len=53421904
gma-MIR156a	Chr17	GWHAAEV00000017.1	5935247	5935368	minus	100.000	100	122	122	1	122	5935368	5935247	2.27e-56	221	  Chromosome 17   Complete=T   Circular=F   OriSeqID=Chr17   Len=42350739
gma-MIR156aa	Chr16	GWHAAEV00000016.1	2794114	2794300	minus	100.000	100	187	187	1	187	2794300	2794114	2.00e-91	338	  Chromosome 16   Complete=T   Circular=F   OriSeqID=Chr16   Len=38265740
gma-MIR156ab	Chr07	GWHAAEV00000007.1	5409448	5409635	plus	100.000	100	188	188	1	188	5409448	5409635	5.76e-92	340	  Chromosome 7   Complete=T   Circular=F   OriSeqID=Chr07   Len=46590119
gma-MIR156b	Chr14	GWHAAEV00000014.1	1015283	1015402	plus	100.000	100	120	120	1	120	1015283	1015402	2.71e-55	217	  Chromosome 14   Complete=T   Circular=F   OriSeqID=Chr14   Len=53013617
gma-MIR156c	Chr16	GWHAAEV00000016.1	5289836	5290020	minus	100.000	100	185	185	1	185	5290020	5289836	2.40e-90	334	  Chromosome 16   Complete=T   Circular=F   OriSeqID=Chr16   Len=38265740
gma-MIR156d	Chr08	GWHAAEV00000008.1	3911984	3912134	plus	100.000	100	151	151	1	151	3911984	3912134	5.38e-72	273	  Chromosome 8   Complete=T   Circular=F   OriSeqID=Chr08   Len=49896852
gma-MIR156e	Chr18	GWHAAEV00000018.1	59793856	59793979	minus	99.194	100	124	124	1	124	59793979	59793856	8.10e-56	220	  Chromosome 18   Complete=T   Circular=F   OriSeqID=Chr18   Len=60669500
gma-MIR156f	Chr02	GWHAAEV00000002.1	51285261	51285366	minus	100.000	100	106	106	1	106	51285366	51285261	9.25e-48	192	  Chromosome 2   Complete=T   Circular=F   OriSeqID=Chr02   Len=52160593
gma-MIR156g	Chr19	GWHAAEV00000019.1	8864600	8864717	minus	100.000	100	118	118	1	118	8864717	8864600	3.23e-54	214	  Chromosome 19   Complete=T   Circular=F   OriSeqID=Chr19   Len=52317195
gma-MIR156h	Chr04	GWHAAEV00000004.1	5023708	5023797	minus	100.000	100	90	90	1	90	5023797	5023708	3.57e-39	163	  Chromosome 4   Complete=T   Circular=F   OriSeqID=Chr04   Len=53978414
gma-MIR156i	Chr05	GWHAAEV00000005.1	44724761	44724888	plus	97.692	100	130	130	1	130	44724761	44724888	8.61e-56	219	  Chromosome 5   Complete=T   Circular=F   OriSeqID=Chr05   Len=45299532
gma-MIR156j	Chr02	GWHAAEV00000002.1	7910292	7910394	plus	100.000	100	103	103	1	103	7910292	7910394	3.78e-46	187	  Chromosome 2   Complete=T   Circular=F   OriSeqID=Chr02   Len=52160593
gma-MIR156k	Chr06	GWHAAEV00000006.1	4755926	4756017	minus	100.000	100	92	92	1	92	4756017	4755926	3.02e-40	167	  Chromosome 6   Complete=T   Circular=F   OriSeqID=Chr06   Len=51952677
gma-MIR156l	Chr07	GWHAAEV00000007.1	9356049	9356169	plus	100.000	100	121	121	1	121	9356049	9356169	7.85e-56	219	  Chromosome 7   Complete=T   Circular=F   OriSeqID=Chr07   Len=46590119
gma-MIR156m	Chr09	GWHAAEV00000009.1	42309069	42309183	minus	100.000	100	115	115	1	115	42309183	42309069	1.33e-52	208	  Chromosome 9   Complete=T   Circular=F   OriSeqID=Chr09   Len=51486896
gma-MIR156n	Chr14	GWHAAEV00000014.1	10686563	10686651	minus	100.000	100	89	89	1	89	10686651	10686563	1.22e-38	161	  Chromosome 14   Complete=T   Circular=F   OriSeqID=Chr14   Len=53013617
gma-MIR156o	Chr17	GWHAAEV00000017.1	38001930	38002019	plus	100.000	100	90	90	1	90	38001930	38002019	3.57e-39	163	  Chromosome 17   Complete=T   Circular=F   OriSeqID=Chr17   Len=42350739
gma-MIR156p	Chr11	GWHAAEV00000011.1	481666	481765	minus	100.000	100	100	100	1	100	481765	481666	1.54e-44	181	  Chromosome 11   Complete=T   Circular=F   OriSeqID=Chr11   Len=40746315
gma-MIR156q	Chr13	GWHAAEV00000013.1	22854063	22854167	plus	100.000	100	105	105	1	105	22854063	22854167	3.19e-47	190	  Chromosome 13   Complete=T   Circular=F   OriSeqID=Chr13   Len=47100052
gma-MIR156r	Chr16	GWHAAEV00000016.1	6521729	6521894	plus	100.000	100	166	166	1	166	6521729	6521894	4.35e-80	300	  Chromosome 16   Complete=T   Circular=F   OriSeqID=Chr16   Len=38265740
gma-MIR156s	Chr17	GWHAAEV00000017.1	4051012	4051145	minus	99.254	100	134	134	1	134	4051145	4051012	3.34e-61	238	  Chromosome 17   Complete=T   Circular=F   OriSeqID=Chr17   Len=42350739
gma-MIR156t	Chr01	GWHAAEV00000001.1	58618264	58618363	plus	100.000	100	100	100	1	100	58618264	58618363	1.54e-44	181	  Chromosome 1   Complete=T   Circular=F   OriSeqID=Chr01   Len=59249829
gma-MIR156u	Chr02	GWHAAEV00000002.1	42370042	42370141	plus	100.000	100	100	100	1	100	42370042	42370141	1.54e-44	181	  Chromosome 2   Complete=T   Circular=F   OriSeqID=Chr02   Len=52160593
gma-MIR156v	Chr04	GWHAAEV00000004.1	4301073	4301176	plus	100.000	100	104	104	1	104	4301073	4301176	1.10e-46	188	  Chromosome 4   Complete=T   Circular=F   OriSeqID=Chr04   Len=53978414
gma-MIR156w	Chr06	GWHAAEV00000006.1	4032323	4032428	plus	100.000	100	106	106	1	106	4032323	4032428	9.25e-48	192	  Chromosome 6   Complete=T   Circular=F   OriSeqID=Chr06   Len=51952677
gma-MIR156x	Chr14	GWHAAEV00000014.1	9451868	9451979	plus	100.000	100	112	112	1	112	9451868	9451979	5.44e-51	203	  Chromosome 14   Complete=T   Circular=F   OriSeqID=Chr14   Len=53013617
gma-MIR156y	Chr17	GWHAAEV00000017.1	38666842	38666947	minus	100.000	100	106	106	1	106	38666947	38666842	9.25e-48	192	  Chromosome 17   Complete=T   Circular=F   OriSeqID=Chr17   Len=42350739
gma-MIR156z	Chr07	GWHAAEV00000007.1	5426958	5427144	minus	100.000	100	187	187	1	187	5427144	5426958	2.00e-91	338	  Chromosome 7   Complete=T   Circular=F   OriSeqID=Chr07   Len=46590119
gma-MIR159a	Chr09	GWHAAEV00000009.1	42136954	42137167	plus	100.000	100	214	214	1	214	42136954	42137167	5.12e-106	387	  Chromosome 9   Complete=T   Circular=F   OriSeqID=Chr09   Len=51486896
gma-MIR159b	Chr07	GWHAAEV00000007.1	5419045	5419230	minus	100.000	100	186	186	1	186	5419230	5419045	6.92e-91	336	  Chromosome 7   Complete=T   Circular=F   OriSeqID=Chr07   Len=46590119
gma-MIR159c	Chr16	GWHAAEV00000016.1	2790810	2790994	minus	100.000	100	185	185	1	185	2790994	2790810	2.40e-90	334	  Chromosome 16   Complete=T   Circular=F   OriSeqID=Chr16   Len=38265740
gma-MIR159d	Chr09	GWHAAEV00000009.1	42137008	42137110	plus	100.000	100	103	103	1	103	42137008	42137110	3.78e-46	187	  Chromosome 9   Complete=T   Circular=F   OriSeqID=Chr09   Len=51486896
gma-MIR159e	Chr07	GWHAAEV00000007.1	9540491	9540702	minus	99.528	100	212	211	1	211	9540702	9540491	3.18e-102	375	  Chromosome 7   Complete=T   Circular=F   OriSeqID=Chr07   Len=46590119
gma-MIR159f	Chr16	GWHAAEV00000016.1	2780968	2781147	minus	100.000	100	180	180	1	180	2781147	2780968	1.20e-87	325	  Chromosome 16   Complete=T   Circular=F   OriSeqID=Chr16   Len=38265740
gma-MIR160a	Chr10	GWHAAEV00000010.1	46946046	46946164	minus	100.000	100	119	119	1	119	46946164	46946046	9.35e-55	215	  Chromosome 10   Complete=T   Circular=F   OriSeqID=Chr10   Len=54067360
gma-MIR160b	Chr20	GWHAAEV00000020.1	45985574	45985663	plus	100.000	100	90	90	1	90	45985574	45985663	3.57e-39	163	  Chromosome 20   Complete=T   Circular=F   OriSeqID=Chr20   Len=52284028
gma-MIR160c	Chr19	GWHAAEV00000019.1	45412044	45412134	minus	100.000	100	91	91	1	91	45412134	45412044	1.04e-39	165	  Chromosome 19   Complete=T   Circular=F   OriSeqID=Chr19   Len=52317195
gma-MIR160d	Chr13	GWHAAEV00000013.1	26090714	26090804	minus	100.000	100	91	91	1	91	26090804	26090714	1.04e-39	165	  Chromosome 13   Complete=T   Circular=F   OriSeqID=Chr13   Len=47100052
gma-MIR160e	Chr03	GWHAAEV00000003.1	41111736	41111825	minus	100.000	100	90	90	1	90	41111825	41111736	3.57e-39	163	  Chromosome 3   Complete=T   Circular=F   OriSeqID=Chr03   Len=47695029
gma-MIR160f	Chr10	GWHAAEV00000010.1	4886947	4887043	minus	100.000	100	97	97	1	97	4887043	4886947	6.29e-43	176	  Chromosome 10   Complete=T   Circular=F   OriSeqID=Chr10   Len=54067360
gma-MIR162a	Chr06	GWHAAEV00000006.1	20207908	20208008	minus	100.000	99	101	102	2	102	20208008	20207908	4.54e-45	183	  Chromosome 6   Complete=T   Circular=F   OriSeqID=Chr06   Len=51952677
gma-MIR162b	Chr05	GWHAAEV00000005.1	1429235	1429344	plus	100.000	100	110	110	1	110	1429235	1429344	6.47e-50	199	  Chromosome 5   Complete=T   Circular=F   OriSeqID=Chr05   Len=45299532
gma-MIR162c	Chr05	GWHAAEV00000005.1	1429231	1429349	plus	100.000	100	119	119	1	119	1429231	1429349	9.35e-55	215	  Chromosome 5   Complete=T   Circular=F   OriSeqID=Chr05   Len=45299532
gma-MIR164a	Chr19	GWHAAEV00000019.1	51168151	51168245	plus	100.000	100	95	95	1	95	51168151	51168245	7.44e-42	172	  Chromosome 19   Complete=T   Circular=F   OriSeqID=Chr19   Len=52317195
gma-MIR164b	Chr10	GWHAAEV00000010.1	1715107	1715196	plus	100.000	100	90	90	1	90	1715107	1715196	3.57e-39	163	  Chromosome 10   Complete=T   Circular=F   OriSeqID=Chr10   Len=54067360
gma-MIR164c	Chr03	GWHAAEV00000003.1	5295844	5295933	minus	100.000	100	90	90	1	90	5295933	5295844	3.57e-39	163	  Chromosome 3   Complete=T   Circular=F   OriSeqID=Chr03   Len=47695029
gma-MIR164d	Chr10	GWHAAEV00000010.1	41188020	41188109	plus	100.000	100	90	90	1	90	41188020	41188109	3.57e-39	163	  Chromosome 10   Complete=T   Circular=F   OriSeqID=Chr10   Len=54067360
gma-MIR164e	Chr02	GWHAAEV00000002.1	1556512	1556606	plus	100.000	100	95	95	1	95	1556512	1556606	7.44e-42	172	  Chromosome 2   Complete=T   Circular=F   OriSeqID=Chr02   Len=52160593
gma-MIR164f	Chr03	GWHAAEV00000003.1	45394671	45394773	plus	100.000	100	103	103	1	103	45394671	45394773	3.78e-46	187	  Chromosome 3   Complete=T   Circular=F   OriSeqID=Chr03   Len=47695029
gma-MIR164g	Chr03	GWHAAEV00000003.1	46765902	46765993	plus	100.000	100	92	92	1	92	46765902	46765993	3.02e-40	167	  Chromosome 3   Complete=T   Circular=F   OriSeqID=Chr03   Len=47695029
gma-MIR164h	Chr09	GWHAAEV00000009.1	50736155	50736312	minus	99.367	100	158	158	1	158	50736312	50736155	3.84e-74	281	  Chromosome 9   Complete=T   Circular=F   OriSeqID=Chr09   Len=51486896
gma-MIR164i	Chr18	GWHAAEV00000018.1	52000667	52000823	plus	100.000	100	157	157	1	157	52000667	52000823	3.12e-75	284	  Chromosome 18   Complete=T   Circular=F   OriSeqID=Chr18   Len=60669500
gma-MIR164j	Chr19	GWHAAEV00000019.1	49772513	49772600	plus	100.000	100	88	88	1	88	49772513	49772600	4.20e-38	159	  Chromosome 19   Complete=T   Circular=F   OriSeqID=Chr19   Len=52317195
gma-MIR164k	Chr20	GWHAAEV00000020.1	51232262	51232370	minus	100.000	100	109	109	1	109	51232370	51232262	2.23e-49	197	  Chromosome 20   Complete=T   Circular=F   OriSeqID=Chr20   Len=52284028
gma-MIR166a	Chr16	GWHAAEV00000016.1	1889671	1889816	minus	100.000	100	146	146	1	146	1889816	1889671	2.68e-69	264	  Chromosome 16   Complete=T   Circular=F   OriSeqID=Chr16   Len=38265740
gma-MIR166b	Chr08	GWHAAEV00000008.1	300757	300923	minus	100.000	100	167	167	1	167	300923	300757	1.26e-80	302	  Chromosome 8   Complete=T   Circular=F   OriSeqID=Chr08   Len=49896852
gma-MIR166c	Chr07	GWHAAEV00000007.1	4512329	4512458	minus	100.000	100	130	130	1	130	4512458	4512329	1.12e-60	235	  Chromosome 7   Complete=T   Circular=F   OriSeqID=Chr07   Len=46590119
gma-MIR166d	Chr20	GWHAAEV00000020.1	48533341	48533450	minus	100.000	100	110	110	1	110	48533450	48533341	6.47e-50	199	  Chromosome 20   Complete=T   Circular=F   OriSeqID=Chr20   Len=52284028
gma-MIR166e	Chr04	GWHAAEV00000004.1	49072141	49072248	plus	100.000	98	108	110	3	110	49072141	49072248	7.88e-49	196	  Chromosome 4   Complete=T   Circular=F   OriSeqID=Chr04   Len=53978414
gma-MIR166f	Chr10	GWHAAEV00000010.1	44348919	44349028	plus	100.000	100	110	110	1	110	44348919	44349028	6.47e-50	199	  Chromosome 10   Complete=T   Circular=F   OriSeqID=Chr10   Len=54067360
gma-MIR166g	Chr10	GWHAAEV00000010.1	3062378	3062487	minus	100.000	100	110	110	1	110	3062487	3062378	6.47e-50	199	  Chromosome 10   Complete=T   Circular=F   OriSeqID=Chr10   Len=54067360
gma-MIR166h	Chr08	GWHAAEV00000008.1	15088105	15088294	plus	100.000	100	190	190	1	190	15088105	15088294	4.78e-93	343	  Chromosome 8   Complete=T   Circular=F   OriSeqID=Chr08   Len=49896852
gma-MIR166i	Chr02	GWHAAEV00000002.1	14557807	14557903	plus	100.000	100	97	97	1	97	14557807	14557903	6.29e-43	176	  Chromosome 2   Complete=T   Circular=F   OriSeqID=Chr02   Len=52160593
gma-MIR166j	Chr15	GWHAAEV00000015.1	3784521	3784688	minus	100.000	100	168	168	1	168	3784688	3784521	3.62e-81	304	  Chromosome 15   Complete=T   Circular=F   OriSeqID=Chr15   Len=53421904
gma-MIR166k	Chr19	GWHAAEV00000019.1	38247987	38248158	minus	100.000	100	172	172	1	172	38248158	38247987	2.51e-83	311	  Chromosome 19   Complete=T   Circular=F   OriSeqID=Chr19   Len=52317195
gma-MIR166l	Chr04	GWHAAEV00000004.1	34783936	34784109	plus	91.209	100	182	179	1	179	34783936	34784109	5.09e-67	258	  Chromosome 4   Complete=T   Circular=F   OriSeqID=Chr04   Len=53978414
gma-MIR166m	Chr09	GWHAAEV00000009.1	38308061	38308236	plus	100.000	100	176	176	1	176	38308061	38308236	1.74e-85	318	  Chromosome 9   Complete=T   Circular=F   OriSeqID=Chr09   Len=51486896
gma-MIR166n	Chr05	GWHAAEV00000005.1	41027892	41028034	minus	100.000	100	143	143	1	143	41028034	41027892	1.11e-67	259	  Chromosome 5   Complete=T   Circular=F   OriSeqID=Chr05   Len=45299532
gma-MIR166o	Chr06	GWHAAEV00000006.1	13031842	13031986	minus	100.000	100	145	145	1	145	13031986	13031842	9.26e-69	262	  Chromosome 6   Complete=T   Circular=F   OriSeqID=Chr06   Len=51952677
gma-MIR166p	Chr03	GWHAAEV00000003.1	39381171	39381292	minus	100.000	100	122	122	1	122	39381292	39381171	2.27e-56	221	  Chromosome 3   Complete=T   Circular=F   OriSeqID=Chr03   Len=47695029
gma-MIR166q	Chr04	GWHAAEV00000004.1	49072397	49072547	plus	99.338	99	151	152	2	152	49072397	49072547	2.31e-70	269	  Chromosome 4   Complete=T   Circular=F   OriSeqID=Chr04   Len=53978414
gma-MIR166r	Chr06	GWHAAEV00000006.1	11030423	11030577	plus	99.355	100	155	155	1	155	11030423	11030577	1.59e-72	276	  Chromosome 6   Complete=T   Circular=F   OriSeqID=Chr06   Len=51952677
gma-MIR166s	Chr07	GWHAAEV00000007.1	10221042	10221165	plus	100.000	100	124	124	1	124	10221042	10221165	1.91e-57	224	  Chromosome 7   Complete=T   Circular=F   OriSeqID=Chr07   Len=46590119
gma-MIR166t	Chr09	GWHAAEV00000009.1	41584648	41584783	minus	100.000	100	136	136	1	136	41584783	41584648	6.56e-64	246	  Chromosome 9   Complete=T   Circular=F   OriSeqID=Chr09   Len=51486896
gma-MIR166u	Chr04	GWHAAEV00000004.1	34783951	34784091	plus	100.000	100	141	141	1	141	34783951	34784091	1.33e-66	255	  Chromosome 4   Complete=T   Circular=F   OriSeqID=Chr04   Len=53978414
gma-MIR167a	Chr19	GWHAAEV00000019.1	43440711	43440829	plus	100.000	100	119	119	1	119	43440711	43440829	9.35e-55	215	  Chromosome 19   Complete=T   Circular=F   OriSeqID=Chr19   Len=52317195
gma-MIR167b	Chr02	GWHAAEV00000002.1	14839587	14839707	minus	100.000	100	121	121	1	121	14839707	14839587	7.85e-56	219	  Chromosome 2   Complete=T   Circular=F   OriSeqID=Chr02   Len=52160593
gma-MIR167c	Chr07	GWHAAEV00000007.1	41669666	41670040	plus	100.000	100	375	375	1	375	41669666	41670040	0.0	677	  Chromosome 7   Complete=T   Circular=F   OriSeqID=Chr07   Len=46590119
gma-MIR167d	Chr10	GWHAAEV00000010.1	2797516	2797636	plus	100.000	100	121	121	1	121	2797516	2797636	7.85e-56	219	  Chromosome 10   Complete=T   Circular=F   OriSeqID=Chr10   Len=54067360
gma-MIR167e	Chr20	GWHAAEV00000020.1	43325306	43325414	plus	100.000	100	109	109	1	109	43325306	43325414	2.23e-49	197	  Chromosome 20   Complete=T   Circular=F   OriSeqID=Chr20   Len=52284028
gma-MIR167f	Chr10	GWHAAEV00000010.1	49686423	49686531	minus	100.000	100	109	109	1	109	49686531	49686423	2.23e-49	197	  Chromosome 10   Complete=T   Circular=F   OriSeqID=Chr10   Len=54067360
gma-MIR167g	Chr10	GWHAAEV00000010.1	42163412	42163489	plus	100.000	100	78	78	1	78	42163412	42163489	9.40e-33	141	  Chromosome 10   Complete=T   Circular=F   OriSeqID=Chr10   Len=54067360
gma-MIR167h	Chr10	GWHAAEV00000010.1	49686436	49686524	plus	100.000	100	89	89	1	89	49686436	49686524	1.22e-38	161	  Chromosome 10   Complete=T   Circular=F   OriSeqID=Chr10   Len=54067360
gma-MIR167i	Chr20	GWHAAEV00000020.1	43325252	43325402	minus	100.000	100	151	151	1	151	43325402	43325252	5.38e-72	273	  Chromosome 20   Complete=T   Circular=F   OriSeqID=Chr20   Len=52284028
gma-MIR167j	Chr10	GWHAAEV00000010.1	42163412	42163489	plus	100.000	100	78	78	1	78	42163412	42163489	9.40e-33	141	  Chromosome 10   Complete=T   Circular=F   OriSeqID=Chr10   Len=54067360
gma-MIR167k	Chr02	GWHAAEV00000002.1	337297	337376	minus	100.000	100	80	80	1	80	337376	337297	8.03e-34	145	  Chromosome 2   Complete=T   Circular=F   OriSeqID=Chr02   Len=52160593
gma-MIR167l	Chr03	GWHAAEV00000003.1	39175575	39175684	plus	100.000	100	110	110	1	110	39175575	39175684	6.47e-50	199	  Chromosome 3   Complete=T   Circular=F   OriSeqID=Chr03   Len=47695029
gma-MIR168a	Chr09	GWHAAEV00000009.1	45827542	45827666	minus	100.000	100	125	125	1	125	45827666	45827542	5.52e-58	226	  Chromosome 9   Complete=T   Circular=F   OriSeqID=Chr09   Len=51486896
gma-MIR168b	Chr01	GWHAAEV00000001.1	51399366	51399475	minus	100.000	100	110	110	1	110	51399475	51399366	6.47e-50	199	  Chromosome 1   Complete=T   Circular=F   OriSeqID=Chr01   Len=59249829
gma-MIR169a	Chr09	GWHAAEV00000009.1	40224238	40224358	plus	100.000	100	121	121	1	121	40224238	40224358	7.85e-56	219	  Chromosome 9   Complete=T   Circular=F   OriSeqID=Chr09   Len=51486896
gma-MIR169b	Chr02	GWHAAEV00000002.1	10622762	10622944	plus	100.000	100	183	183	1	183	10622762	10622944	2.89e-89	331	  Chromosome 2   Complete=T   Circular=F   OriSeqID=Chr02   Len=52160593
gma-MIR169c	Chr09	GWHAAEV00000009.1	5314414	5314528	plus	100.000	100	115	115	1	115	5314414	5314528	1.33e-52	208	  Chromosome 9   Complete=T   Circular=F   OriSeqID=Chr09   Len=51486896
gma-MIR169d	Chr15	GWHAAEV00000015.1	14391888	14391975	plus	100.000	100	88	88	1	88	14391888	14391975	4.20e-38	159	  Chromosome 15   Complete=T   Circular=F   OriSeqID=Chr15   Len=53421904
gma-MIR169e	Chr15	GWHAAEV00000015.1	14415074	14415193	plus	99.167	100	120	120	1	120	14415074	14415193	1.15e-53	213	  Chromosome 15   Complete=T   Circular=F   OriSeqID=Chr15   Len=53421904
gma-MIR169f	Chr10	GWHAAEV00000010.1	43437552	43437721	minus	100.000	100	170	170	1	170	43437721	43437552	3.02e-82	307	  Chromosome 10   Complete=T   Circular=F   OriSeqID=Chr10   Len=54067360
gma-MIR169g	Chr17	GWHAAEV00000017.1	4634876	4635002	minus	97.692	100	130	130	1	130	4635002	4634876	8.61e-56	220	  Chromosome 17   Complete=T   Circular=F   OriSeqID=Chr17   Len=42350739
gma-MIR169h	Chr09	GWHAAEV00000009.1	5301272	5301422	plus	99.338	100	151	151	1	151	5301272	5301422	2.29e-70	269	  Chromosome 9   Complete=T   Circular=F   OriSeqID=Chr09   Len=51486896
