Query_ID	Chr	Subject_ID	Genome_start	Genome_end	S_strand	Pident	Qcovs	Aln_Length	Q_length	Q_start	Q_end	S_start	S_end	Evalue	Bitscore	Subject_description
Gma-MIR1513a|PmiREN0012298|Gm07:43512140-43512255(+)	Chr07	GWHAAEV00000007.1	45125927	45126001	plus	98.667	100	75	75	1	75	45125927	45126001	1.60e-29	132	  Chromosome 7   Complete=T   Circular=F   OriSeqID=Chr07   Len=46590119
Gma-MIR1513b|PmiREN0012299|Gm18:54495419-54495608(+)	Chr18	GWHAAEV00000018.1	56874764	56874904	plus	89.933	100	149	149	1	149	56874764	56874904	2.25e-51	205	  Chromosome 18   Complete=T   Circular=F   OriSeqID=Chr18   Len=60669500
Gma-MIR15140|PmiREN0012803|Gm20:44345977-44346104(-)	Chr20	GWHAAEV00000020.1	48704638	48704722	minus	95.294	100	85	87	1	85	48704722	48704638	4.72e-31	136	  Chromosome 20   Complete=T   Circular=F   OriSeqID=Chr20   Len=52284028
Gma-MIR1514a|PmiREN0012300|Gm07:43440346-43440467(-)	Chr07	GWHAAEV00000007.1	45057365	45057445	minus	100.000	100	81	81	1	81	45057445	45057365	2.34e-34	147	  Chromosome 7   Complete=T   Circular=F   OriSeqID=Chr07   Len=46590119
Gma-MIR1514b|PmiREN0012301|Gm17:1489898-1490029(+)	Chr17	GWHAAEV00000017.1	1516019	1516109	plus	100.000	100	91	91	1	91	1516019	1516109	1.04e-39	165	  Chromosome 17   Complete=T   Circular=F   OriSeqID=Chr17   Len=42350739
Gma-MIR1515a|PmiREN0012302|Gm01:50518326-50518493(+)	Chr01	GWHAAEV00000001.1	51867370	51867496	plus	100.000	100	127	127	1	127	51867370	51867496	4.62e-59	230	  Chromosome 1   Complete=T   Circular=F   OriSeqID=Chr01   Len=59249829
Gma-MIR1515b|PmiREN0012303|Gm11:6649080-6649247(-)	Chr11	GWHAAEV00000011.1	6661765	6661891	minus	99.213	100	127	127	1	127	6661891	6661765	1.97e-57	225	  Chromosome 11   Complete=T   Circular=F   OriSeqID=Chr11   Len=40746315
Gma-MIR15167|PmiREN0012804|Gm11:9976226-9976347(-)	Chr11	GWHAAEV00000011.1	9967904	9967984	minus	100.000	100	81	81	1	81	9967984	9967904	2.34e-34	147	  Chromosome 11   Complete=T   Circular=F   OriSeqID=Chr11   Len=40746315
Gma-MIR15176a|PmiREN0012805|Gm04:1813142-1813266(+)	Chr04	GWHAAEV00000004.1	1812176	1812259	plus	97.619	100	84	84	1	84	1812176	1812259	3.02e-33	143	  Chromosome 4   Complete=T   Circular=F   OriSeqID=Chr04   Len=53978414
Gma-MIR15176b|PmiREN0012806|Gm04:5064035-5064159(+)	Chr04	GWHAAEV00000004.1	5049745	5049828	plus	100.000	100	84	84	1	84	5049745	5049828	5.82e-36	152	  Chromosome 4   Complete=T   Circular=F   OriSeqID=Chr04   Len=53978414
Gma-MIR15187a|PmiREN0012807|Gm13:16579173-16579265(+)	Chr13	GWHAAEV00000013.1	18376385	18376434	plus	100.000	96	50	52	3	52	18376385	18376434	7.45e-18	91.5	  Chromosome 13   Complete=T   Circular=F   OriSeqID=Chr13   Len=47100052
Gma-MIR15187b|PmiREN0012808|Gm16:2803908-2804041(-)	Chr16	GWHAAEV00000016.1	2780902	2780994	minus	100.000	100	93	93	1	93	2780994	2780902	8.79e-41	168	  Chromosome 16   Complete=T   Circular=F   OriSeqID=Chr16   Len=38265740
Gma-MIR15188|PmiREN0012809|Gm06:49685215-49685308(+)	Chr06	GWHAAEV00000006.1	50845656	50845708	plus	100.000	100	53	53	1	53	50845656	50845708	1.82e-19	96.9	  Chromosome 6   Complete=T   Circular=F   OriSeqID=Chr06   Len=51952677
Gma-MIR15190a|PmiREN0012810|Gm07:5400121-5400265(-)	Chr07	GWHAAEV00000007.1	5418972	5419075	minus	100.000	100	104	104	1	104	5419075	5418972	1.10e-46	188	  Chromosome 7   Complete=T   Circular=F   OriSeqID=Chr07   Len=46590119
Gma-MIR15190b|PmiREN0012811|Gm07:5408073-5408274(-)	Chr07	GWHAAEV00000007.1	5426970	5427130	minus	100.000	100	161	161	1	161	5427130	5426970	2.17e-77	291	  Chromosome 7   Complete=T   Circular=F   OriSeqID=Chr07   Len=46590119
Gma-MIR15190c|PmiREN0012812|Gm16:2814384-2814586(-)	Chr16	GWHAAEV00000016.1	2790822	2790983	minus	100.000	100	162	162	1	162	2790983	2790822	6.27e-78	293	  Chromosome 16   Complete=T   Circular=F   OriSeqID=Chr16   Len=38265740
Gma-MIR15190d|PmiREN0012813|Gm16:2817724-2817926(-)	Chr16	GWHAAEV00000016.1	2794125	2794286	minus	100.000	100	162	162	1	162	2794286	2794125	6.27e-78	293	  Chromosome 16   Complete=T   Circular=F   OriSeqID=Chr16   Len=38265740
Gma-MIR1520a|PmiREN0012305|Gm14:3328300-3328434(-)	Chr14	GWHAAEV00000014.1	3299756	3299847	minus	100.000	100	92	94	3	94	3299847	3299756	3.12e-40	167	  Chromosome 14   Complete=T   Circular=F   OriSeqID=Chr14   Len=53013617
Gma-MIR1520b|PmiREN0012556|Gm01:50596899-50597070(-)	Chr01	GWHAAEV00000001.1	51944064	51944176	minus	93.805	100	113	131	22	131	51944176	51944064	3.95e-41	171	  Chromosome 1   Complete=T   Circular=F   OriSeqID=Chr01   Len=59249829
Gma-MIR1520c|PmiREN0012555|Gm03:39137784-39137916(+)	Chr03	GWHAAEV00000003.1	39838843	39838934	plus	97.826	100	92	92	1	92	39838843	39838934	1.57e-37	158	  Chromosome 3   Complete=T   Circular=F   OriSeqID=Chr03   Len=47695029
Gma-MIR1520d|PmiREN0012308|Gm07:124348-124459(-)	Chr07	GWHAAEV00000007.1	123428	123519	minus	93.478	100	92	94	3	94	123519	123428	4.33e-32	140	  Chromosome 7   Complete=T   Circular=F   OriSeqID=Chr07   Len=46590119
Gma-MIR1520e|PmiREN0012309|Gm14:48321673-48321769(+)	Chr14	GWHAAEV00000014.1	51447523	51447616	plus	100.000	100	94	94	1	94	51447523	51447616	2.56e-41	170	  Chromosome 14   Complete=T   Circular=F   OriSeqID=Chr14   Len=53013617
Gma-MIR1520f|PmiREN0012557|Gm05:35937392-35937538(-)	Chr05	GWHAAEV00000005.1	38939550	38939655	minus	100.000	100	106	106	1	106	38939655	38939550	9.25e-48	192	  Chromosome 5   Complete=T   Circular=F   OriSeqID=Chr05   Len=45299532
Gma-MIR1520g|PmiREN0012311|Gm12:34173341-34173449(-)	Chr12	GWHAAEV00000012.1	37036508	37036601	minus	100.000	100	94	94	1	94	37036601	37036508	2.56e-41	170	  Chromosome 12   Complete=T   Circular=F   OriSeqID=Chr12   Len=44494750
Gma-MIR15218|PmiREN0012814|Gm01:34900298-34900550(-)	Chr01	GWHAAEV00000001.1	36297617	36297828	minus	100.000	100	212	212	1	212	36297828	36297617	6.16e-105	383	  Chromosome 1   Complete=T   Circular=F   OriSeqID=Chr01   Len=59249829
Gma-MIR15219a|PmiREN0012816|Gm06:45271265-45271434(-)	Chr04	GWHAAEV00000004.1	34783961	34784084	plus	89.394	100	132	129	1	129	34783961	34784084	9.11e-43	177	  Chromosome 4   Complete=T   Circular=F   OriSeqID=Chr04   Len=53978414
Gma-MIR15219b|PmiREN0012815|Gm16:1923353-1923498(-)	Chr16	GWHAAEV00000016.1	1889690	1889794	minus	100.000	100	105	105	1	105	1889794	1889690	3.19e-47	190	  Chromosome 16   Complete=T   Circular=F   OriSeqID=Chr16   Len=38265740
Gma-MIR15223a|PmiREN0012817|Gm01:24731527-24731688(-)	Chr01	GWHAAEV00000001.1	26442364	26442484	minus	100.000	100	121	121	1	121	26442484	26442364	7.85e-56	219	  Chromosome 1   Complete=T   Circular=F   OriSeqID=Chr01   Len=59249829
Gma-MIR15223b|PmiREN0012818|Gm04:32701005-32701165(+)	Chr04	GWHAAEV00000004.1	34783963	34784082	plus	100.000	100	120	120	1	120	34783963	34784082	2.71e-55	217	  Chromosome 4   Complete=T   Circular=F   OriSeqID=Chr04   Len=53978414
Gma-MIR15223c|PmiREN0012819|Gm04:46798182-46798347(+)	Chr04	GWHAAEV00000004.1	49072411	49072535	plus	99.200	100	125	125	1	125	49072411	49072535	2.35e-56	222	  Chromosome 4   Complete=T   Circular=F   OriSeqID=Chr04   Len=53978414
Gma-MIR15223d|PmiREN0012820|Gm05:38044097-38044261(-)	Chr05	GWHAAEV00000005.1	41027900	41028023	minus	100.000	100	124	124	1	124	41028023	41027900	1.91e-57	224	  Chromosome 5   Complete=T   Circular=F   OriSeqID=Chr05   Len=45299532
Gma-MIR15223e|PmiREN0012821|Gm07:10093224-10093361(+)	Chr07	GWHAAEV00000007.1	10221057	10221153	plus	100.000	100	97	97	1	97	10221057	10221153	6.29e-43	176	  Chromosome 7   Complete=T   Circular=F   OriSeqID=Chr07   Len=46590119
Gma-MIR15223f|PmiREN0012827|Gm08:283470-283632(-)	Chr08	GWHAAEV00000008.1	300778	300899	minus	100.000	100	122	122	1	122	300899	300778	2.27e-56	221	  Chromosome 8   Complete=T   Circular=F   OriSeqID=Chr08   Len=49896852
Gma-MIR15223g|PmiREN0012822|Gm08:15003391-15003598(+)	Chr08	GWHAAEV00000008.1	15088118	15088284	plus	100.000	100	167	167	1	167	15088118	15088284	1.26e-80	302	  Chromosome 8   Complete=T   Circular=F   OriSeqID=Chr08   Len=49896852
Gma-MIR15223h|PmiREN0012823|Gm09:40613230-40613387(-)	Chr09	GWHAAEV00000009.1	41584656	41584772	minus	100.000	100	117	117	1	117	41584772	41584656	1.11e-53	212	  Chromosome 9   Complete=T   Circular=F   OriSeqID=Chr09   Len=51486896
Gma-MIR15223i|PmiREN0012824|Gm10:41896680-41896802(+)	Chr10	GWHAAEV00000010.1	44348936	44349017	plus	100.000	100	82	82	1	82	44348936	44349017	6.84e-35	149	  Chromosome 10   Complete=T   Circular=F   OriSeqID=Chr10   Len=54067360
Gma-MIR15223j|PmiREN0012825|Gm16:3669339-3669601(+)	Chr16	GWHAAEV00000016.1	3622624	3622825	plus	90.991	100	222	222	1	222	3622624	3622825	5.34e-87	324	  Chromosome 16   Complete=T   Circular=F   OriSeqID=Chr16   Len=38265740
Gma-MIR15223k|PmiREN0012828|Gm19:37300555-37300745(-)	Chr19	GWHAAEV00000019.1	38247997	38248146	minus	100.000	100	150	150	1	150	38248146	38247997	1.86e-71	271	  Chromosome 19   Complete=T   Circular=F   OriSeqID=Chr19   Len=52317195
Gma-MIR15223l|PmiREN0012826|Gm20:44172953-44173078(-)	Chr20	GWHAAEV00000020.1	48533353	48533437	minus	100.000	100	85	85	1	85	48533437	48533353	1.70e-36	154	  Chromosome 20   Complete=T   Circular=F   OriSeqID=Chr20   Len=52284028
Gma-MIR15225a|PmiREN0012829|Gm02:14971745-14971866(+)	Chr02	GWHAAEV00000002.1	14557816	14557896	plus	100.000	100	81	81	1	81	14557816	14557896	2.34e-34	147	  Chromosome 2   Complete=T   Circular=F   OriSeqID=Chr02   Len=52160593
Gma-MIR15225b|PmiREN0012830|Gm03:38677802-38677941(-)	Chr03	GWHAAEV00000003.1	39381181	39381279	minus	100.000	100	99	99	1	99	39381279	39381181	5.31e-44	179	  Chromosome 3   Complete=T   Circular=F   OriSeqID=Chr03   Len=47695029
Gma-MIR15225c|PmiREN0012831|Gm07:4478271-4478412(-)	Chr07	GWHAAEV00000007.1	4512340	4512440	minus	100.000	100	101	101	1	101	4512440	4512340	4.48e-45	183	  Chromosome 7   Complete=T   Circular=F   OriSeqID=Chr07   Len=46590119
Gma-MIR15225d|PmiREN0012832|Gm10:2902319-2902440(-)	Chr10	GWHAAEV00000010.1	3062394	3062474	minus	100.000	100	81	81	1	81	3062474	3062394	2.34e-34	147	  Chromosome 10   Complete=T   Circular=F   OriSeqID=Chr10   Len=54067360
Gma-MIR1523|PmiREN0012314|Gm02:12308486-12308610(-)	Chr02	GWHAAEV00000002.1	12447595	12447678	minus	100.000	100	84	84	1	84	12447678	12447595	5.82e-36	152	  Chromosome 2   Complete=T   Circular=F   OriSeqID=Chr02   Len=52160593
Gma-MIR15280|PmiREN0012833|Gm01:51089057-51089187(-)	Chr01	GWHAAEV00000001.1	52439936	52440025	minus	100.000	100	90	90	1	90	52440025	52439936	3.57e-39	163	  Chromosome 1   Complete=T   Circular=F   OriSeqID=Chr01   Len=59249829
Gma-MIR15290a|PmiREN0012835|Gm06:49104105-49104227(-)	Chr06	GWHAAEV00000006.1	50292501	50292582	minus	100.000	100	82	82	1	82	50292582	50292501	6.84e-35	149	  Chromosome 6   Complete=T   Circular=F   OriSeqID=Chr06   Len=51952677
Gma-MIR15290b|PmiREN0012834|Gm12:8417935-8418058(+)	Chr12	GWHAAEV00000012.1	8508018	8508100	plus	100.000	100	83	83	1	83	8508018	8508100	2.00e-35	150	  Chromosome 12   Complete=T   Circular=F   OriSeqID=Chr12   Len=44494750
Gma-MIR15290c|PmiREN0012836|Gm12:36917593-36917717(+)	Chr12	GWHAAEV00000012.1	39752683	39752766	plus	100.000	100	84	84	1	84	39752683	39752766	5.82e-36	152	  Chromosome 12   Complete=T   Circular=F   OriSeqID=Chr12   Len=44494750
Gma-MIR15290d|PmiREN0012837|Gm13:39876063-39876187(-)	Chr13	GWHAAEV00000013.1	41705261	41705344	minus	100.000	100	84	84	1	84	41705344	41705261	5.82e-36	152	  Chromosome 13   Complete=T   Circular=F   OriSeqID=Chr13   Len=47100052
Gma-MIR15291a|PmiREN0012838|Gm04:48937102-48937216(+)	Chr04	GWHAAEV00000004.1	51224206	51224279	plus	100.000	100	74	74	1	74	51224206	51224279	1.28e-30	134	  Chromosome 4   Complete=T   Circular=F   OriSeqID=Chr04   Len=53978414
Gma-MIR15291b|PmiREN0012839|Gm06:10840085-10840199(-)	Chr06	GWHAAEV00000006.1	10905477	10905550	minus	100.000	100	74	74	1	74	10905550	10905477	1.28e-30	134	  Chromosome 6   Complete=T   Circular=F   OriSeqID=Chr06   Len=51952677
Gma-MIR15307a|PmiREN0012840|Gm04:48937419-48937538(+)	Chr04	GWHAAEV00000004.1	51224523	51224601	plus	100.000	100	79	79	1	79	51224523	51224601	2.75e-33	143	  Chromosome 4   Complete=T   Circular=F   OriSeqID=Chr04   Len=53978414
Gma-MIR15307b|PmiREN0012841|Gm06:10839763-10839882(-)	Chr06	GWHAAEV00000006.1	10905155	10905233	minus	100.000	100	79	79	1	79	10905233	10905155	2.75e-33	143	  Chromosome 6   Complete=T   Circular=F   OriSeqID=Chr06   Len=51952677
Gma-MIR15312a|PmiREN0012842|Gm13:26884831-26884955(+)	Chr13	GWHAAEV00000013.1	28641523	28641606	plus	100.000	100	84	84	1	84	28641523	28641606	5.82e-36	152	  Chromosome 13   Complete=T   Circular=F   OriSeqID=Chr13   Len=47100052
Gma-MIR15312b|PmiREN0012843|Gm17:8828328-8828452(-)	Chr17	GWHAAEV00000017.1	8890399	8890482	minus	100.000	100	84	84	1	84	8890482	8890399	5.82e-36	152	  Chromosome 17   Complete=T   Circular=F   OriSeqID=Chr17   Len=42350739
Gma-MIR15333a|PmiREN0012844|Gm06:49059956-49060079(-)	Chr06	GWHAAEV00000006.1	50248354	50248436	minus	100.000	100	83	83	1	83	50248436	50248354	2.00e-35	150	  Chromosome 6   Complete=T   Circular=F   OriSeqID=Chr06   Len=51952677
Gma-MIR15333b|PmiREN0012845|Gm12:8464039-8464162(+)	Chr12	GWHAAEV00000012.1	8548712	8548794	plus	100.000	100	83	83	1	83	8548712	8548794	2.00e-35	150	  Chromosome 12   Complete=T   Circular=F   OriSeqID=Chr12   Len=44494750
Gma-MIR15342a|PmiREN0012846|Gm11:36357261-36357413(-)	Chr11	GWHAAEV00000011.1	37450832	37450943	minus	99.107	100	112	112	1	112	37450943	37450832	2.31e-49	198	  Chromosome 11   Complete=T   Circular=F   OriSeqID=Chr11   Len=40746315
Gma-MIR15342b|PmiREN0012847|Gm14:5555960-5556109(+)	Chr14	GWHAAEV00000014.1	5553139	5553247	plus	100.000	100	109	109	1	109	5553139	5553247	2.23e-49	197	  Chromosome 14   Complete=T   Circular=F   OriSeqID=Chr14   Len=53013617
Gma-MIR15342c|PmiREN0012848|Gm18:2968116-2968268(+)	Chr18	GWHAAEV00000018.1	3075641	3075752	plus	100.000	100	112	112	1	112	3075641	3075752	5.44e-51	203	  Chromosome 18   Complete=T   Circular=F   OriSeqID=Chr18   Len=60669500
Gma-MIR15353|PmiREN0012849|Gm04:35834484-35834593(-)	Chr04	GWHAAEV00000004.1	37996622	37996690	minus	100.000	100	69	69	1	69	37996690	37996622	5.93e-28	125	  Chromosome 4   Complete=T   Circular=F   OriSeqID=Chr04   Len=53978414
Gma-MIR1535|PmiREN0012315|Gm19:44432384-44432502(+)	Chr19	GWHAAEV00000019.1	45402922	45402999	plus	98.718	100	78	78	1	78	45402922	45402999	4.00e-31	137	  Chromosome 19   Complete=T   Circular=F   OriSeqID=Chr19   Len=52317195
Gma-MIR15457|PmiREN0012850|Gm13:27682471-27682577(-)	Chr13	GWHAAEV00000013.1	29439235	29439300	minus	100.000	100	66	66	1	66	29439300	29439235	2.34e-26	120	  Chromosome 13   Complete=T   Circular=F   OriSeqID=Chr13   Len=47100052
Gma-MIR15458a|PmiREN0012851|Gm04:48297713-48297929(+)	Chr04	GWHAAEV00000004.1	50568126	50568301	plus	100.000	100	176	176	1	176	50568126	50568301	1.74e-85	318	  Chromosome 4   Complete=T   Circular=F   OriSeqID=Chr04   Len=53978414
Gma-MIR15458b|PmiREN0012852|Gm06:11415444-11415666(-)	Chr06	GWHAAEV00000006.1	11485545	11485726	minus	100.000	100	182	182	1	182	11485726	11485545	1.00e-88	329	  Chromosome 6   Complete=T   Circular=F   OriSeqID=Chr06   Len=51952677
Gma-MIR15458c|PmiREN0012853|Gm15:41723279-41723493(-)	Chr15	GWHAAEV00000015.1	43235534	43235707	minus	100.000	100	174	174	1	174	43235707	43235534	2.09e-84	315	  Chromosome 15   Complete=T   Circular=F   OriSeqID=Chr15   Len=53421904
Gma-MIR15536a|PmiREN0012855|Gm08:40857537-40857677(-)	Chr08	GWHAAEV00000008.1	43503625	43503724	minus	100.000	100	100	100	1	100	43503724	43503625	1.54e-44	181	  Chromosome 8   Complete=T   Circular=F   OriSeqID=Chr08   Len=49896852
Gma-MIR15536b|PmiREN0012854|Gm08:40863912-40864057(-)	Chr08	GWHAAEV00000008.1	43509993	43510097	minus	100.000	100	105	105	1	105	43510097	43509993	3.19e-47	190	  Chromosome 8   Complete=T   Circular=F   OriSeqID=Chr08   Len=49896852
Gma-MIR15565|PmiREN0012856|Gm16:31723772-31723923(-)	Chr16	GWHAAEV00000016.1	32126648	32126758	minus	100.000	100	111	111	1	111	32126758	32126648	1.88e-50	201	  Chromosome 16   Complete=T   Circular=F   OriSeqID=Chr16   Len=38265740
Gma-MIR15601a|PmiREN0012858|Gm01:35796405-35796505(+)	Chr01	GWHAAEV00000001.1	37219622	37219681	plus	100.000	100	60	60	1	60	37219622	37219681	3.67e-23	109	  Chromosome 1   Complete=T   Circular=F   OriSeqID=Chr01   Len=59249829
Gma-MIR15601b|PmiREN0012857|Gm01:40686328-40686478(+)	Chr01	GWHAAEV00000001.1	42129664	42129773	plus	100.000	100	110	110	1	110	42129664	42129773	6.47e-50	199	  Chromosome 1   Complete=T   Circular=F   OriSeqID=Chr01   Len=59249829
Gma-MIR15601c|PmiREN0012859|Gm03:28814599-28814699(-)	Chr03	GWHAAEV00000003.1	29531180	29531239	minus	98.333	100	60	60	1	60	29531239	29531180	1.56e-21	104	  Chromosome 3   Complete=T   Circular=F   OriSeqID=Chr03   Len=47695029
Gma-MIR15629|PmiREN0012860|Gm18:57637477-57637604(+)	Chr18	GWHAAEV00000018.1	60006824	60006910	plus	100.000	100	87	87	1	87	60006824	60006910	1.44e-37	158	  Chromosome 18   Complete=T   Circular=F   OriSeqID=Chr18   Len=60669500
Gma-MIR15630a|PmiREN0012861|Gm08:47059045-47059166(+)	Chr08	GWHAAEV00000008.1	49747274	49747354	plus	100.000	100	81	81	1	81	49747274	49747354	2.34e-34	147	  Chromosome 8   Complete=T   Circular=F   OriSeqID=Chr08   Len=49896852
Gma-MIR15630b|PmiREN0012862|Gm18:57605737-57605862(-)	Chr18	GWHAAEV00000018.1	59975068	59975152	minus	100.000	100	85	85	1	85	59975152	59975068	1.70e-36	154	  Chromosome 18   Complete=T   Circular=F   OriSeqID=Chr18   Len=60669500
Gma-MIR15683|PmiREN0012863|Gm02:7829824-7829937(+)	Chr02	GWHAAEV00000002.1	7881450	7881522	plus	100.000	100	73	73	1	73	7881450	7881522	4.38e-30	132	  Chromosome 2   Complete=T   Circular=F   OriSeqID=Chr02   Len=52160593
Gma-MIR156a|PmiREN0012011|Gm17:5887523-5887648(-)	Chr17	GWHAAEV00000017.1	5935264	5935348	minus	100.000	100	85	85	1	85	5935348	5935264	1.70e-36	154	  Chromosome 17   Complete=T   Circular=F   OriSeqID=Chr17   Len=42350739
Gma-MIR156b|PmiREN0012012|Gm14:990298-990425(+)	Chr14	GWHAAEV00000014.1	1015302	1015388	plus	100.000	100	87	87	1	87	1015302	1015388	1.44e-37	158	  Chromosome 14   Complete=T   Circular=F   OriSeqID=Chr14   Len=53013617
Gma-MIR156c|PmiREN0012013|Gm03:33932059-33932309(+)	Chr03	GWHAAEV00000003.1	34651569	34651781	plus	100.000	100	213	213	1	213	34651569	34651781	1.78e-105	385	  Chromosome 3   Complete=T   Circular=F   OriSeqID=Chr03   Len=47695029
Gma-MIR156d|PmiREN0012014|Gm13:37053698-37053946(+)	Chr13	GWHAAEV00000013.1	38755734	38755950	plus	99.539	100	217	217	1	217	38755734	38755950	5.20e-106	388	  Chromosome 13   Complete=T   Circular=F   OriSeqID=Chr13   Len=47100052
Gma-MIR156e|PmiREN0012015|Gm17:38068277-38068408(-)	Chr17	GWHAAEV00000017.1	38666848	38666938	minus	100.000	100	91	91	1	91	38666938	38666848	1.04e-39	165	  Chromosome 17   Complete=T   Circular=F   OriSeqID=Chr17   Len=42350739
Gma-MIR156f|PmiREN0012016|Gm02:49522595-49522722(-)	Chr02	GWHAAEV00000002.1	51285270	51285356	minus	100.000	100	87	87	1	87	51285356	51285270	1.44e-37	158	  Chromosome 2   Complete=T   Circular=F   OriSeqID=Chr02   Len=52160593
Gma-MIR156h|PmiREN0012018|Gm04:5038003-5038126(-)	Chr04	GWHAAEV00000004.1	5023706	5023788	minus	100.000	100	83	83	1	83	5023788	5023706	2.00e-35	150	  Chromosome 4   Complete=T   Circular=F   OriSeqID=Chr04   Len=53978414
Gma-MIR156i|PmiREN0012019|Gm14:9474546-9474677(+)	Chr14	GWHAAEV00000014.1	9451880	9451970	plus	100.000	100	91	91	1	91	9451880	9451970	1.04e-39	165	  Chromosome 14   Complete=T   Circular=F   OriSeqID=Chr14   Len=53013617
Gma-MIR156j|PmiREN0012020|Gm06:4682149-4682273(-)	Chr06	GWHAAEV00000006.1	4755929	4756012	minus	100.000	100	84	84	1	84	4756012	4755929	5.82e-36	152	  Chromosome 6   Complete=T   Circular=F   OriSeqID=Chr06   Len=51952677
Gma-MIR156k|PmiREN0012021|Gm14:10707438-10707561(-)	Chr14	GWHAAEV00000014.1	10686565	10686647	minus	100.000	100	83	83	1	83	10686647	10686565	2.00e-35	150	  Chromosome 14   Complete=T   Circular=F   OriSeqID=Chr14   Len=53013617
Gma-MIR156l|PmiREN0012022|Gm17:37400415-37400538(+)	Chr17	GWHAAEV00000017.1	38001934	38002016	plus	100.000	100	83	83	1	83	38001934	38002016	2.00e-35	150	  Chromosome 17   Complete=T   Circular=F   OriSeqID=Chr17   Len=42350739
Gma-MIR156m|PmiREN0012023|Gm11:457340-457460(-)	Chr11	GWHAAEV00000011.1	481675	481754	minus	100.000	100	80	80	1	80	481754	481675	8.03e-34	145	  Chromosome 11   Complete=T   Circular=F   OriSeqID=Chr11   Len=40746315
Gma-MIR156n|PmiREN0012024|Gm13:21101440-21101567(+)	Chr13	GWHAAEV00000013.1	22854073	22854159	plus	100.000	100	87	87	1	87	22854073	22854159	1.44e-37	158	  Chromosome 13   Complete=T   Circular=F   OriSeqID=Chr13   Len=47100052
Gma-MIR156o|PmiREN0012025|Gm17:4024207-4024331(-)	Chr17	GWHAAEV00000017.1	4051037	4051120	minus	100.000	100	84	84	1	84	4051120	4051037	5.82e-36	152	  Chromosome 17   Complete=T   Circular=F   OriSeqID=Chr17   Len=42350739
Gma-MIR156p|PmiREN0012026|Gm01:57299421-57299541(+)	Chr01	GWHAAEV00000001.1	58618275	58618354	plus	100.000	100	80	80	1	80	58618275	58618354	8.03e-34	145	  Chromosome 1   Complete=T   Circular=F   OriSeqID=Chr01   Len=59249829
Gma-MIR156q|PmiREN0012027|Gm02:40623015-40623140(+)	Chr02	GWHAAEV00000002.1	42370051	42370135	plus	100.000	100	85	85	1	85	42370051	42370135	1.70e-36	154	  Chromosome 2   Complete=T   Circular=F   OriSeqID=Chr02   Len=52160593
Gma-MIR156r|PmiREN0012028|Gm04:4299125-4299254(+)	Chr04	GWHAAEV00000004.1	4301082	4301170	plus	100.000	100	89	89	1	89	4301082	4301170	1.22e-38	161	  Chromosome 4   Complete=T   Circular=F   OriSeqID=Chr04   Len=53978414
Gma-MIR156s|PmiREN0012029|Gm06:4024858-4024987(+)	Chr06	GWHAAEV00000006.1	4032333	4032421	plus	100.000	100	89	89	1	89	4032333	4032421	1.22e-38	161	  Chromosome 6   Complete=T   Circular=F   OriSeqID=Chr06   Len=51952677
Gma-MIR15738a|PmiREN0012864|Gm08:47064743-47064861(+)	Chr08	GWHAAEV00000008.1	49752936	49753013	plus	100.000	100	78	78	1	78	49752936	49753013	9.40e-33	141	  Chromosome 8   Complete=T   Circular=F   OriSeqID=Chr08   Len=49896852
Gma-MIR15738b|PmiREN0012865|Gm18:57630200-57630315(-)	Chr18	GWHAAEV00000018.1	59999553	59999627	minus	100.000	100	75	75	1	75	59999627	59999553	3.76e-31	136	  Chromosome 18   Complete=T   Circular=F   OriSeqID=Chr18   Len=60669500
Gma-MIR157a|PmiREN0012030|Gm02:7858715-7858843(+)	Chr02	GWHAAEV00000002.1	7910302	7910389	plus	100.000	100	88	88	1	88	7910302	7910389	4.20e-38	159	  Chromosome 2   Complete=T   Circular=F   OriSeqID=Chr02   Len=52160593
Gma-MIR157b|PmiREN0012031|Gm18:57416981-57417108(-)	Chr18	GWHAAEV00000018.1	59793873	59793958	minus	100.000	99	86	87	2	87	59793958	59793873	5.04e-37	156	  Chromosome 18   Complete=T   Circular=F   OriSeqID=Chr18   Len=60669500
Gma-MIR157c|PmiREN0012032|Gm19:29473446-29473614(-)	Chr19	GWHAAEV00000019.1	30374123	30374250	minus	100.000	100	128	128	1	128	30374250	30374123	1.34e-59	232	  Chromosome 19   Complete=T   Circular=F   OriSeqID=Chr19   Len=52317195
Gma-MIR157d|PmiREN0012033|Gm05:41770502-41770654(+)	Chr05	GWHAAEV00000005.1	44724770	44724879	plus	97.321	100	112	112	1	112	44724770	44724879	4.18e-46	187	  Chromosome 5   Complete=T   Circular=F   OriSeqID=Chr05   Len=45299532
Gma-MIR157e|PmiREN0012034|Gm07:9235652-9235797(+)	Chr07	GWHAAEV00000007.1	9356059	9356163	plus	100.000	100	105	105	1	105	9356059	9356163	3.19e-47	190	  Chromosome 7   Complete=T   Circular=F   OriSeqID=Chr07   Len=46590119
Gma-MIR157f|PmiREN0012035|Gm08:3895134-3895288(+)	Chr08	GWHAAEV00000008.1	3912004	3912117	plus	100.000	100	114	114	1	114	3912004	3912117	4.57e-52	206	  Chromosome 8   Complete=T   Circular=F   OriSeqID=Chr08   Len=49896852
